index,Login Timestamp,User ID,IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
27,4443.7,8.93372e+18,10.0.113.42,NO,Oslo County,Oslo,500034,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
28,4444.5,-4.32448e+18,79.161.39.219,NO,Viken,Solbergelva,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Mac OS X 10.14.6,desktop,False,False,False
29,4445.5,-6.90264e+18,176.107.153.76,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; Android 9.7 Tiger Ginger; QMobile i12) plus Build/QPI30.28-Q3-28-26; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 EdgW/1.0",Chrome Mobile WebView 85.0.4183,Android 9.7,mobile,True,False,False
30,4445.9,1.80813e+18,80.203.221.4,NO,Viken,Hokksund,15659,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
31,4446.0,2.05367e+18,152.93.187.81,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/79.0.3945.192.207.130 Safari/537.36 RuxitSynthetic/1.0 v5051195742 t8347097904287973985",Chrome 79.0.3945.192.207,Mac OS X 11.6.3,desktop,True,False,False
32,4446.8,-4.32448e+18,156.52.54.27,NO,Viken,Gressvik,29695,"Mozilla/5.0  (Macintosh; U; Intel Mac OS X 10_6_2; en-us) AppleWebKit/537.36 (KHTML, like Gecko Chrome/85.0.4163.0 Safari/537.36",Chrome 85.0.4163,Mac OS X 10.6.2,desktop,False,False,False
33,4447.7,-6.93373e+18,79.161.194.240,NO,Vestland,Sagvag,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.56.121 Safari/537.36",Chrome 72.0.3626.56,Chrome OS 13505.73.0,desktop,True,False,False
34,4449.0,-4.32448e+18,10.0.80.237,PL,Mazovia,Zielonka,205727,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Focus/3.5.2 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,False,False
35,4449.8,2.70066e+18,141.0.88.74,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
36,4450.7,-5.37763e+18,115.69.219.34,ID,East Java,Surabaya,38778,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus Build/NCRS26.58-44-25; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,False,False
37,4451.9,3.97472e+18,84.209.221.148,NO,Viken,Finstadjordet,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/PKQ1.190522.001; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
38,4455.5,-5.32583e+18,10.0.108.181,NO,Vestland,Frekhaug,500127,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 OPR/65.0.3467.72",Opera 65.0.3467,Mac OS X 10.14.6,desktop,True,False,False
39,4456.8,8.84235e+18,92.220.43.111,NO,Vestland,Bergen,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
40,4456.8,7.46817e+18,158.149.143.223,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
41,4457.3,-7.00488e+18,81.167.44.40,NO,Oslo County,Oslo,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193375,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
42,4458.4,1.46133e+18,10.0.77.213,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/71.0.3578.36.30 Safari/537.36",Chrome 71.0.3578.36,Chrome OS 5978.98.0,desktop,True,False,False
43,4500.2,-2.12078e+18,156.52.61.165,NO,Viken,Gressvik,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/523.10 (KHTML, like Gecko Version/4.0 Mobile Safari/523.10 variation/277398",Android 2.0.0.2442,iOS 7.1,mobile,True,False,False
44,4504.5,4.5374e+18,10.0.66.212,NO,Vestfold og Telemark,Ulefoss,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
45,4504.6,-4.32448e+18,23.137.225.84,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.99 Mobile Safari/537.36 PHX/5.5",Chrome Mobile 80.0.3987,Windows Phone 8.1,mobile,False,False,False
46,4505.3,-4.32448e+18,10.0.105.195,IN,-,-,45916,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/193385,Firefox 20.0.0.1618,iOS 11.2.6,mobile,False,False,False
47,4506.6,-4.32448e+18,199.26.84.153,US,-,-,393398,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20150101 Firefox/20.0.0.1670 (Chrome,Firefox 20.0.0.1670,Android 4.1,mobile,False,False,False
48,4507.2,-1.85573e+18,158.248.221.20,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
49,4509.6,-4.32448e+18,82.147.51.1,NO,Innlandet,Nord-Fron,29492,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
50,4510.6,-4.32448e+18,158.149.66.181,NO,-,-,29492,"Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,iOS 8.2,mobile,False,False,False
51,4511.6,5.02454e+18,84.234.159.249,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/294298",Android 2.3.3.2672,iOS 7.1,tablet,False,False,False
52,4513.7,-3.52229e+18,209.236.117.198,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.89 Mobile Safari/537.36 PHX/6.2",Chrome Mobile 84.0.4147,Windows Phone 8.1,mobile,True,True,False
53,4514.1,-4.32448e+18,10.0.74.27,NO,Innlandet,Grinder,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.1.1.66 (S52; Android 9#LTE_D0201121.E_S52_0.021.01#28; gzip",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
54,4514.2,-3.46246e+18,79.161.131.106,NO,Vestfold og Telemark,Kragero,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
55,4514.3,-4.32448e+18,80.203.223.105,NO,Viken,Hokksund,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.378.379.80 Safari/537.36",Chrome 86.0.4240.378.379,Mac OS X 10.14.0,desktop,False,False,False
56,4514.3,-4.32448e+18,23.137.225.255,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/PPSS29.118-15-11-5 AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.87 Mobile Safari/537.36 OPT/2.2",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,False,False,False
57,4514.6,-4.32448e+18,79.161.201.19,NO,Viken,Krakeroy,29695,"Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/294317",Android 2.3.6,iOS 8.2,tablet,False,False,False
58,4514.8,-4.32448e+18,46.250.196.206,NO,Rogaland,Haugesund,28824,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,False,False,False
59,4514.8,6.26652e+18,156.52.83.9,BR,-,-,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.132 Mobile Safari/537.36 OPR/52.1.2254.2413.54484",Opera Mobile 52.1.2254.2413,iOS 7.1,mobile,True,False,False
60,4516.5,-6.62322e+18,170.82.7.240,BR,Sao Paulo,Artur Nogueira,266433,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,False,True,False
61,4517.5,-4.32448e+18,78.91.32.1,NO,-,-,224,"Mozilla/5.0  (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.100 Safari/537.36",Chrome 69.0.3497.17.19,Chromecast 1.52.251747,desktop,False,False,False
62,4519.0,6.01297e+18,78.91.110.17,NO,TrÃ¸ndelag,Trondheim,224,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.67.109 Safari/537.36",Chrome 72.0.3626.67,Mac OS X 10.14.6,desktop,True,False,False
63,4519.8,-4.32448e+18,65.111.191.14,US,Florida,Miami,15083,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) plus Build/PTA29.401-58; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 9.3.1,mobile,False,False,False
64,4520.1,-4.32448e+18,158.149.101.124,NO,Innlandet,Folldal,29492,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36 variation/9157",Chrome 90.0.4411,Mac OS X 10.14.6,desktop,False,False,False
65,4520.2,7.77238e+18,84.234.164.239,NO,Rogaland,Stavanger,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
66,4520.5,-5.11956e+18,109.247.231.192,NO,Vestfold og Telemark,Langangen,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
67,4520.8,-4.32448e+18,23.137.225.255,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/PPSS29.118-15-11-5 AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.87 Mobile Safari/537.36 OPT/2.2",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,False,False,False
68,4521.4,-6.46286e+17,10.0.116.246,NO,-,-,500001,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Mac OS X 10.14.6,desktop,True,False,False
69,4522.4,-4.04267e+18,152.93.111.140,NO,Rogaland,Sandnes,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
70,4523.0,8.06118e+18,10.0.56.220,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
71,4524.2,8.441e+18,10.0.160.77,NO,Viken,Sem,500136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
72,4524.6,8.76471e+18,92.220.155.110,NO,Vestland,Bergen,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.95 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 5978.98.0,desktop,False,False,False
73,4525.0,-4.32448e+18,113.21.74.160,IN,West Bengal,Kolkata,45775,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus Build/OPS28.65-36-14; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.132 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,iOS 13.4,mobile,False,False,False
74,4525.2,-7.88402e+17,156.52.54.27,NO,Viken,Gressvik,29695,"Mozilla/5.0  (Macintosh; U; Intel Mac OS X 10_6_2; en-us) AppleWebKit/537.36 (KHTML, like Gecko Chrome/85.0.4163.0 Safari/537.36",Chrome 85.0.4163,Mac OS X 10.6.2,desktop,False,False,False
75,4525.4,-6.19463e+18,66.68.233.240,US,Texas,McAllen,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.120 Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.5,mobile,False,False,False
76,4525.7,9.00602e+18,51.175.159.252,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.120 Safari/537.36",Chrome 69.0.3497.17.19,Android 4.1,tablet,True,False,False
77,4527.0,-3.93243e+18,187.73.163.218,BR,Minas Gerais,Machado,28654,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,False,False,False
78,4527.2,-2.58906e+18,152.93.19.142,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_5 like Mac OS X) AppleWebKit/523.10 (KHTML, like Gecko Version/4.0 Mobile Safari/523.10",Android 2.0,iOS 13.5.5,mobile,True,False,False
79,4527.8,4.14354e+18,80.203.192.188,NO,Oslo County,Oslo,15659,"Mozilla/5.0 (X11; CrOS armv7l 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.55.97 Safari/537.36",Chrome 72.0.3626.55,Chrome OS 11316.123.0,desktop,True,False,False
80,4530.2,-4.32448e+18,10.0.1.33,DK,-,-,502157,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 PHX/4.3",Chrome Mobile WebView 85.0.4183,iOS 13.5.1,mobile,False,True,False
81,4530.3,-4.32448e+18,103.20.90.20,ID,East Java,Surabaya,58381,Opera/9.80  (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) Presto/2.12.423 Version/12.16,Opera Mini 19.0.2254,iOS 10.0.1,mobile,False,False,False
82,4531.2,7.30645e+18,176.107.143.231,PL,Mazovia,Warsaw,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1681 variation/194641,Firefox 20.0.0.1681,iOS 11.2.6,mobile,True,False,False
